"","Sample","present.(gelE)","present.(fsrC)","present.(ace)","present.(sprE)","present.(fsrA)","present.(cpsE)","present.(cpsG)","present.(efaA)","present.(cpsA/uppS)","present.(cpsB/cdsA)","present.(GBAA_RS25985)","present.(bopD)","present.(EF0818)","present.(ebpA)","present.(ebpC)","present.(ebpB)","present.(srtC)","present.(cylI)","present.(EF3023)","present.(EF_RS14505)","present.(ecbA/fss3)","present.(fsrB)","present.(EF_RS01960)","present.(cpsJ)","present.(cpsC)","present.(cpsI)","present.(cpsF)","present.(cpsK)","present.(cpsH)","present.(fss1)","present.(EF0485)","present.(esp)","present.(EFME1162_RS23495)","present.(cylM)","present.(cylB)","present.(cylA)","present.(cylR1)","present.(cylL)","present.(cylR2)","present.(cylS)","present.(JJD26997_RS09925*)","present.(fss2)","present.(cpsD)","present.(EF0149)","present.(bee3)","present.(srt1)","present.(srt2)","present.(bee2)","present.(wcaJ)","present.(gndA)","present.(bee1)","present.(prgB/asc10)","present.(agn43)","present.(STU_RS16255)","present.(KPK_RS28635)","present.(asa1)","present.(cdiA)","present.(mrkF)","present.(ybtE)","present.(ybtQ)","present.(clbH)","present.(irp2)","present.(neuA)","present.(neuC)","present.(neuB)","present.(neuD)","present.(tcpC)","present.(icmF)","present.(mrkC)","present.(upaH)","present.(tssF)","present.(clbC)","present.(fliI)","present.(hek)","present.(tia)","present.(Z_RS14145)","present.(espL4)","present.(fes)","present.(clpV)","present.(clbB)","present.(upaG/ehaG)"
"8711","SRR17722465_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8743","SRR17722467_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8773","SRR17722468_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8805","SRR17722469_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8835","SRR17722471_CLEAN_REPAIRED_minContig2500_bin.3","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8868","SRR17722472_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8906","SRR17722473_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8939","SRR17722480_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8968","SRR17722482_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8997","SRR17722483_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9026","SRR17722484_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9055","SRR17722485_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9084","SRR17722486_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9113","SRR17722487_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9142","SRR17722488_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9171","SRR17722489_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9200","SRR17722490_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9229","SRR17722491_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9258","SRR17722493_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9292","SRR17722494_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9321","SRR17722495_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9350","SRR17722496_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9379","SRR17722497_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9408","SRR17722507_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9436","SRR17722508_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9464","SRR17722510_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9497","SRR17722511_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","1","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9520","SRR17722517_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9544","SRR17722519_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9583","SRR17722521_CLEAN_REPAIRED_minContig2500_bin.4","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9611","SRR17722522_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9661","SRR17722523_CLEAN_REPAIRED_minContig2500_bin.4","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9700","SRR17722524_CLEAN_REPAIRED_minContig2500_bin.8","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9737","SRR17722525_CLEAN_REPAIRED_minContig2500_bin.7","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9773","SRR17722526_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9809","SRR17722528_CLEAN_REPAIRED_minContig2500_bin.7","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9849","SRR17722529_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9901","SRR17722530_CLEAN_REPAIRED_minContig2500_bin.6","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9953","SRR17722531_CLEAN_REPAIRED_minContig2500_bin.5","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9990","SRR17722532_CLEAN_REPAIRED_minContig2500_bin.3","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10026","SRR17722533_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10078","SRR17722534_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10130","SRR17722535_CLEAN_REPAIRED_minContig2500_bin.4","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10166","SRR17722536_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10205","SRR17722537_CLEAN_REPAIRED_minContig2500_bin.3","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10241","SRR17722540_CLEAN_REPAIRED_minContig2500_bin.4","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10280","SRR17722541_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10313","SRR17722544_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10342","SRR17722548_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10371","SRR17722549_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10411","SRR17722550_CLEAN_REPAIRED_minContig2500_bin.1","1","1","1","1","0","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10440","SRR17722554_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10475","SRR17722558_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
